id;area;nomor;alamat;koordinat
2002;61.71.06.1002;7;JALAN PARIT HAJI HUSIN II GG. DEMAK;-0.06637849592293744, 109.35448379661655
2003;61.71.06.1002;8;JALAN PARIT HAJI HUSEIN II KOMPLEK ALEXGRIYA PERMAI 3 ;-0.066886 109.354203
2004;61.71.06.1002;9;JALAN PARIT HAJI HUSEIN II RUKO DEPAN ACISCA ASRI;-0.067701, 109.353707
2005;61.71.06.1002;10;JALAN PARIT HAJI HUSIN II KOMPLEK FAJAR PERMAI ;-0.06774264558074375, 109.35125257294452
2006;61.71.06.1002;11;JALAN PARIT HAJI HUSIN II KOMPLEK MITRA INDAH UTAMA IV;-0.07035082467689435, 109.35219478745294
2007;61.71.06.1002;12;JALAN PARIT HAJI HUSEIN II KOMPLEK BALI MAS II;-0.071191, 109.351520
2008;61.71.06.1002;13;JALAN KARYA GG. KARYA 6;-0.07081609991751038, 109.34606763891101
2009;61.71.06.1002;14;JALAN KARYA GG. KARYA 4;-0.06960238537582593, 109.3428789605743
2010;61.71.06.1002;15;JALAN PARIT HAJI HUSIN II KOMPLEK GRIYA CARAKA;-0.0744859787359422, 109.34993746371981
2011;61.71.06.1002;16;JALAN PARIT HAJI HUSIN II KOMPLEK PEMDA I;-0.07208639254872753, 109.34933753747876
2012;61.71.06.1002;17;JALAN PARIT HAJI HUSIN II GANG. SAHABAT;-0.07290586473179599, 109.34974973771772
2013;61.71.06.1002;18;JALAN PARIT HAJI HUSIN II KOMPLEK GRIYA CARAKA;-0.0744859787359422, 109.34993746371981
2014;61.71.06.1002;19;JALAN PARIT HAJI HUSIN II KOMPLEK PEMDA II;-0.0747642784776671, 109.34768095215884
2015;61.71.06.1002;20;JALAN PARIT HAJI HUSIN II KOMPLEK PEMDA 3 NOMOR 49;-0.07552553336626988, 109.34869115254313
2016;61.71.06.1002;21;JALAN PARIT HAJI HUSIN II KOMPLEK RIMBAWAN;-0.07556441598941485, 109.34765736482515
2017;61.71.06.1002;22;JALAN PADAT KARYA;-0.0748129187478137, 109.34541249477866
2018;61.71.06.1002;23;JALAN SEPAKAT II GG. HIDAYAH;-0.07101010065387614, 109.34112200579497
2019;61.71.06.1002;24;JALAN PADAT KARYA;-0.0712242570432321, 109.34198197327228
2020;61.71.06.1002;25;JALAN SEPAKAT II GG. KARYA BARU IV;-0.07198382337527816, 109.34472333507735
2021;61.71.06.1002;26;JALAN PERDANA GG. WAKSIDIK;-0.06484017565119515, 109.3356321414693
2022;61.71.06.1002;27;JALAN ALOEVERA;-0.0779790748151508, 109.33982351655746
2023;61.71.06.1002;28;JALAN PARIT HAJI HUSIN II KOMPLEK PESONA DEWATA;-0.07930933016467757, 109.34722499426117
2024;61.71.06.1002;29;JALAN PARIT HAJI HUSIN II GG. MASJID;-0.09007510955892428, 109.34099096408187
2025;61.71.06.1002;30;JALAN PARIT HAJI HUSIN II PERUMAHAN  MITRA PARIS;-0.08749782785287162, 109.34240666530195
2026;61.71.06.1002;31;JALAN PARIT HAJI HUSIN II CAHAYA BARU;-0.0916980956538499, 109.3405670929603
2027;61.71.06.1002;32;JALAN PARIT HAJI HUSIN II KOMPLEK GRENHILL;-0.08128549167346225, 109.34609677728271
2028;61.71.06.1003;1;Jln Adisucipto gg Darsyad;-0.04844253499102108, 109.3591757150629
2029;61.71.06.1003;2;Jln Adisucipto gg Permai;-0.049247282799474025,109.35883809417294
2030;61.71.06.1003;3;Jln .Adisucipto gg sepakat 1;-0.051210982801050416,109.35692099417294
2031;61.71.06.1003;4;Jln. Adisucipto gg sepakat 1 BLOK A;-0.05168719004633618, 109.35811195532924
2032;61.71.06.1003;5;Jln. Ar. saleh gg Kelurahan;-0.05258819630826346, 109.35834512115946
2033;61.71.06.1003;6;Jln .Adisucipto gg H Kasim;-0.051925698127414766, 109.3592015788306
2034;61.71.06.1003;7;Jln. Adisucipto gg 45;-0.049768056329692695, 109.3589223818789
2035;61.71.06.1003;8;Jln. Adisucipto gg H Munaf;-0.049999044108408705,109.35933160766616
2036;61.71.06.1003;9;Jln .Adisucipto gg Keluarga;-0.05022724061289671, 109.35937696239237
2037;61.71.06.1003;10;Jln sepakat 1 Blok Naisyah;-0.058069442280651314, 109.35378142300857
2038;61.71.06.1003;11;Jln sepakat 1 Blok Ismail;-0.05457318904477893, 109.35522018307795
2039;61.71.06.1003;12;Jln Adisucipto gg H Saleh;-0.0509980526805059, 109.3597861211594
2040;61.71.06.1003;13;Jln Adisucipto gg H Hasan;-0.05128722624049735, 109.36035017388943
2041;61.71.06.1003;14;Jln Adisucipto GG Hakaraya;-0.051656242087861466,109.36060737384565
2042;61.71.06.1003;15;Jln AR saleh  gg Hijrah ;-0.05442426782300519, 109.36123077973743
2043;61.71.06.1003;16;Jln AR.saleh gg Panorama;-0.055373289971509455, 109.3590496687583
2044;61.71.06.1003;17;Jln .Adisucipto gg H M Noeh ;-0.051602561252277294,109.36109464444753
2045;61.71.06.1003;18;Jln .Adisucipto gg Teratai;-0.05224310358703848, 109.36168504814587
2046;61.71.06.1003;19;Jln Ar Saleh gg pembangunan;-0.056506765669238276,109.35902545978978
2047;61.71.06.1003;20;Jln Ar Saleh gg cakra no 7;-0.05801457555884249, 109.3570453695847
2048;61.71.06.1003;21;Jln. Ar saleh II;-0.06039737450513697, 109.35582278282347
2049;61.71.06.1003;22;Jln Adisucipto komp H Anwar;-0.05274962513977998, 109.36261863650185
2050;61.71.06.1003;23;Jln Adisucipto gg Nusa Indah;-0.05357674232413701, 109.36286048313532
2051;61.71.06.1003;24;Jln Adisucipto gg Fitrah;-0.05437843426920117, 109.36334998063604
2052;61.71.06.1003;25;Jln PH 1 gg Muslimin;-0.05670402958432791, 109.36219061006446
2053;61.71.06.1003;26;Jln PH 1 gg Muslimin 2;-0.057727336842651855, 109.36186707513231
2054;61.71.06.1003;27;Jln Adisucipto gg Belitung 1;-0.054702326958948985, 109.36389564020018
2055;61.71.06.1003;28;Jln Adisucipto gg Belitung 2;-0.05521196929726115, 109.3644570230085
2056;61.71.06.1003;29;Jln Adisucipto gg  H Haris;-0.055714011635927485, 109.36443662300856
2057;61.71.06.1003;30;Jln PH1 gg Sederhana;-0.05964504854930181, 109.36119514259835
2058;61.71.06.1003;31;Jln PH 1 gg Mulia;-0.0591443780383843, 109.36049490946488
2059;61.71.06.1003;32;Jln PH 1 gg Perwira;-0.06013483866029101, 109.36022959417295
2060;61.71.06.1003;33;Jln Adisucipto gg Family;-0.05678276486132369, 109.36446180636592
2061;61.71.06.1003;34;Jln Adisucipto gg transmigrasi ;-0.05731004772187788, 109.36501308677629
2062;61.71.06.1003;35;Jln Adisucipto gg sosial;-0.05817987292326662, 109.36562629232381
2063;61.71.06.1003;36;Jln PH Husin 1 gg sejahtera;-0.06027280802152292, 109.3596928174611
2064;61.71.06.1003;37;jln Ph Husin 1 gg palasari;-0.06148197919646643, 109.35935821561186
2065;61.71.06.1003;38;Jln PH Husin 1 gg redha;-0.06262609451872984, 109.35710297698141
2066;61.71.06.1003;39;jln Adisucipto komp diswanak;-0.05836028971011042, 109.36392187296896
2067;61.71.06.1003;40;jln dr soedarso gg analis (balai POM);-0.06458230984131381, 109.36172880951534
2068;61.71.06.1003;41;gg analis (analis depan);-0.06438821164420327, 109.36286218067978
2069;61.71.06.1003;42;jln dr soedarso gg analis dalam;-0.06494030540865445, 109.36269082458823
2070;61.71.06.1004;1;JL. PARIT H. HUSIN II KOMP. ALEX GRIYA PERMAI 1;-0.06532601380688967, 109.35542373589374
2071;61.71.06.1004;2;JL. PARIT H. HUSIN II KOMP. CENDANA ASRI;-0.06609226621579913, 109.3549877315748
2072;61.71.06.1004;3;JL. PARIT H. HUSIN II KOMP. ALEX GRIYA PERMAI 2;-0.06890990486624943, 109.35343605810131
2073;61.71.06.1004;4;JL. PARIT H. HUSIN II KOMP. BALI MAS 3;-0.07206987405751533, 109.35496345906643
2074;61.71.06.1004;5;JL. PARIT H. HUSIN II GG. MITRA;-0.07219054985386458, 109.35208209771429
2075;61.71.06.1004;6;JL. PARIT H. HUSIN II GG. WISUDA;-0.07231380280936074, 109.35160667758653
2076;61.71.06.1004;7;JL. PARIT H. HUSIN II GG. HIDAYAH 1;-0.07396455209074043, 109.3506127943194
2077;61.71.06.1004;8;JL. PARIT H. HUSIN II KOMP. ALEX GRIYA PALM;-0.0744561269726099, 109.35027211345209
2078;61.71.06.1004;9;JL. PARIT H. HUSIN II KOMP. WANA BHAKTI II;-0.07663914792632635, 109.35063837101414
2079;61.71.06.1004;10;JL. PARIT H. HUSIN II KOMP. MERANTI INDAH;-0.07803467511360236, 109.35206859558134
2080;61.71.06.1004;11;JL. PARIT H. HUSIN II GG. LESTARI;-0.07645313932346272, 109.34952016213447
2081;61.71.06.1004;12;JL. PARIT H. HUSIN II GG. PARIS ROYAL;-0.08167294339292758, 109.34964931590474
2082;61.71.06.1004;13;JL. PARIT H. HUSIN II KOMP. WANA BHAKTI 4;-0.08115680625197227, 109.34841838413949
2083;61.71.06.1004;14;JL. PARIT H. HUSIN II GG. AMANAH;-0.08254031140295673, 109.34587874500039
2084;61.71.06.1004;15;JL. PARIT.H. HUSIN 2 GG. SABDA ALAM;-0.08904999335069809, 109.34190853735923
2085;61.71.06.1004;16;KOMPLEK MITRA INDAH UTAMA I;-0.07172287528142017, 109.3598980689971
2086;61.71.06.1004;17;JL. SUNGAI RAYA DALAM KOMP. MITRA INDAH UTAMA 3;-0.07141595799465278, 109.3585153615124
2087;61.71.06.1004;18;JL. SUNGAI RAYA DALAM KOMP. VILLA KELAPA GADING PERMAI;-0.07236500414787189, 109.35923752728363
2088;61.71.06.1004;19;JL. SUNGAI RAYA DALAM KOMP PERMATA AGUNG;-0.07277300477982017, 109.35900658897573
2089;61.71.06.1004;20;JL. SUNGAI RAYA DALAM KOMP. PONDOK AGUNG UTAMA;-0.07315725957260977, 109.35894059835921
2090;61.71.06.1004;21;JL. SEI. RAYA DALAM GG. SEJAHTERA MULIA;-0.07383389699807055, 109.3583947770605
2091;61.71.06.1004;22;JL. SEI.RAYA DALAM GG.AMALI;-0.07525765217937216, 109.35765436508477
2092;61.71.06.1004;23;JL. SUNGAI RAYA DALAM KOMP. VILLA MUTIARA MAS 4;-0.0748924316072633, 109.35781894666215
2093;61.71.06.1004;24;JL. SUNGAI RAYA DALAM KOMP. BALI MAS 1;-0.0753884298458232, 109.35627641379752
2094;61.71.06.1004;25;JL. SEI RAYA DALAM KOMP. MITRA INDAH UTAMA 2;-0.0773172798606799, 109.35641686868775
2095;61.71.06.1004;26;JL. SUNGAI RAYA DALAM KOMP PESONA ALAM;-0.0773172798606799, 109.35641686868775
2096;61.71.06.1004;27;JL. SUNGAI RAYA DALAM KOMP. SUNGAI RAYA LESTARI;-0.07589275047307056, 109.35343848901104
2097;61.71.06.1004;28;JL. SUNGAI RAYA DALAM KOMP. VILLA LOSARI ASRI;-0.07933420152291677, 109.35527564976628
2098;61.71.06.1004;29;KOMPLEK PURI AKCAYA 1;-0.08102244677689562, 109.35405959081382
2099;61.71.06.1004;30;JL. SUNGAI RAYA DALAM KOMP MITRA INDAH UTAMA 5;-0.08138086921095829, 109.35354906845399
2100;61.71.06.1004;31;JL. SEJAHTERA 1;-0.08321903948651078, 109.35209425315243
2101;61.71.06.1004;32;JL. SUNGAI RAYA DALAM KOMP. MITRA INDAH UTAMA 7;-0.08362367297082493, 109.35195283265182
2102;61.71.06.1004;33;JL.SEI RAYA DLM KOMP.ROYAL SERDAM RESIDENCE 2;-0.08321903948651078, 109.35209425315243
2103;61.71.06.1004;34;JL. SUNGAI RAYA DALAM KOMP. VILLA MUTIARA MAS 3;-0.08578578817900044, 109.35069267590318
2104;61.71.06.1004;35;JL. SUNGAI RAYA DALAM KOMP. MITRA INDAH UTAMA 8;-0.08829056344351982, 109.34911864003809
2105;61.71.06.1004;36;JL. SUNGAI RAYA DALAM GG. H.M. SALEH;-0.08707826251214938, 109.3497740302921
2106;61.71.06.1004;37;JL. SUNGAI RAYA DALAM KOMP. SEJAHTERA 3;-0.09119287928861604, 109.3472515297982
2107;61.71.06.1004;38;JL. SUNGAI RAYA DALAM KOMP. DISBUN II;-0.09552363582669751, 109.34311634232834
2108;61.71.06.1004;901;RUTAN  KELAS IIA PONTIANAK;-0.07997255296170679, 109.354719383735
2109;61.71.06.1004;902;RUTAN  KELAS IIA PONTIANAK;-0.079867077116432, 109.35471456299359
2110;61.71.06.1004;903;RUTAN  KELAS IIA PONTIANAK;-0.07967539805231641, 109.35474636567417
